"Level","Item","Description","Qty","Packing DOKAR","Packing DOKNR","Label DOKAR","Label DOKNR","Draw ID","Generic Item","FQty","2BOM","SAP Material ID","SAP Template","Blue","Bblock","BBtype","Smartpart"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"5","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"5","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"5","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"5","HE057-15517-61064","","1","","","","","","","","","","","","","","HE057-15517-61064_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40501-T_BLUE_0_CROSS2"
"5","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"6","HE57P40Z40561","CUVE CROIX COUDEE USINEE","1","","","","","","","","","","","","","","HE57P40Z40561"
"5","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","140","","","","","","","","","HE00S23Z09403"
"5","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"4","","","1","","","","","","","","","","","","","","100201402"
"3","HE057-TC-001-M","","3","","","","","","","","","","","","","","HE057-TC-001-M_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-M_NO_0_NOEMPTY_104000"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"4","HE057-25618083","","1","","","","","","","","","","","","","","HE057-25618083_0001__GIS_037_BHT_BAY_KIT BARRES ACHETE DB401_HE_KIT_BARS_BUY-T_NO_0_104000_NOEMPTY"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"5","HE57P11Z40161","CUVE DES EP.19 USINE","1","","","","","","","","","","","","","","HE57P11Z40161"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"4","HE57S11Z001-D-01","PLAN DES DEPART EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z001-D-01"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"4","HE57S11Z10001","ENTREE DE MOUVEMENT DS","1","","","","","30","","","","","","","","","HE57S11Z10001"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"4","HE57S90Z80601","INTERFACE DES ISOLEE","1","","","","","40","","","","","","","","","HE57S90Z80601"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"4","HE57S90Z80301","INTERFACE FIXATION CONE","2","","","","","60","","","","","","","","","HE57S90Z80301"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"4","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","130","","","","","","","","","HE57S90Z50101"
"3","","","1","","","","","","","","","","","","","","100201404"
"4","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","130","","","","","","","","","HE57S90Z50101"
"4","HE057-CR-5","CROIX ASSEMBLEE","1","","","","","","","","","","","","","","HE057-CR-5_0001__GIS_RED_001_BHT_CR_CROIX ASSEMBLEE_HE057-CR-1_NO_BT_CROSS3"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","150","","","","","","","","","HE57S90Z80701"
"5","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"4","HE00S25Z01502","CAPTEUR UHF PDWATCH EQUIPE SUR D115","1","","","","","290","","","","","","","","","HE00S25Z01502"
"5","HE57S40Z003-D-01","PLAN CROIX LONGUE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S40Z003-D-01"
"4","HE00S00Z00206","DR 13b g3","1","","","","","300","","","","","","","","","HE00S00Z00206"
"5","HE57S40Z50101","CONE EQ F JDB TRAVERSANT BARRE LONGUE","1","","","","","20","","","","","","","","","HE57S40Z50101"
"4","HE00S27Z40201","COUVERCLE DIAM 100 EQUIPE","1","","","","","200","","","","","","","","","HE00S27Z40201"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"4","HE00S23Z10801","HUBLOT EQUIPE","2","","","","","190","","","","","","","","","HE00S23Z10801"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"4","HE53S27Z00802","OBTUR.PIQ.VANNE AVEC INTERFACE G3","1","","","","","340","","","","","","","","","HE53S27Z00802"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"4","HE57S90Z80101","INTERFACE BRIDE BRIDE","1","","","","","350","","","","","","","","","HE57S90Z80101"
"5","HE057-35439-93096","","1","","","","","","","","","","","","","","HE057-35439-93096_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40301-T_BLUE_0_CROSS3"
"4","HE057-TC-003-P","","1","","","","","","","","","","","","","","HE057-TC-003-P_0001__GIS_RED_003_BHT_BAY_Transport Component 3_HE057-TC-003-P_NO_0_NOEMPTY_104000"
"6","HE57P40Z40361","CUVE CROIX LONGUE USINEE","1","","","","","","","","","","","","","","HE57P40Z40361"
"5","HE57S11Z501-D-01","PLAN CONE MOBILE EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z501-D-01"
"4","","","1","","","","","","","","","","","","","","100201406"
"5","HE57P11Z50001","CONE T155-7 FERME","1","","","","","10","","","","","","","","","HE57P11Z50001"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"5","HE57P11Z60501","ELECTRODE MOBILE AG","1","","","","","60","","","","","","","","","HE57P11Z60501"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"5","HE57P11Z60601","EMBASE ELECTRODE MOBILE AVEC AG","1","","","","","40","","","","","","","","","HE57P11Z60601"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"5","HE57P35Z60001","ELECTRODE MID","1","","","","","100","","","","","","","","","HE57P35Z60001"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"5","HE57P11Z60701","BANDE DE GUIDAGE DES","3","","","","","170","","","","","","","","","HE57P11Z60701"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"5","HE57P11Z61901","RESSORT MISE POTENTIEL","1","","","","","180","","","","","","","","","HE57P11Z61901"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"5","HE57P21Z50001","PION INDEXAGE CONE","1","","","","","30","","","","","","","","","HE57P21Z50001"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"5","RANT421206388","GOUPILLE CYLINDRIQUE D8*24 INOX","2","","","","","50","","","","","","","","","RANT421206388"
"2","","","1","","","","","","","","","","","","","","100201408"
"3","","","1","","","","","","","","","","","","","","100201410"
"5","RANT425950307","JOINT TORIQUE 70 SH.A 5,33x56,52","1","","","","","70","","","","","","","","","RANT425950307"
"4","HE057-CR-7","","1","","","","","","","","","","","","","","HE057-CR-7_0001__GIS_RED_001_BHT_CR_CROIX ASSEMBLEE_HE057-CR-1_NO_BT_CROSS5"
"5","HE00P90Z80003","JOINT TORIQUE 70 Sh.A Ø62,5xØ6.99 Butyl","1","","","","","80","","","","","","","","","HE00P90Z80003"
"5","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"5","RANT417015011","PLAIN WASHER SMALL D12 140 HV A2","4","","","","","110","","","","","","","","","RANT417015011"
"5","HE57S40Z003-D-01","PLAN CROIX LONGUE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S40Z003-D-01"
"5","RANT412134414","Zylschraube I6kt A2-70 M12x60","4","","","","","120","","","","","","","","","RANT412134414"
"5","HE57S40Z50101","CONE EQ F JDB TRAVERSANT BARRE LONGUE","1","","","","","20","","","","","","","","","HE57S40Z50101"
"5","HE364229003","CONTACT RESSORT D107","4","","","","","160","","","","","","","","","HE364229003"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"4","HE057-TC-002-P","","1","","","","","","","","","","","","","","HE057-TC-002-P_0001__GIS_RED_002_BHT_BAY_Transport Component 2_HE057-TC-002-P_NO_0_NOEMPTY_104000"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"5","HE57S11Z500-D-01","PLAN CONE RADIAL EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z500-D-01"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"5","HE57P11Z50001","CONE T155-7 FERME","1","","","","","10","","","","","","","","","HE57P11Z50001"
"5","HE057-35439-93096","","1","","","","","","","","","","","","","","HE057-35439-93096_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40301-T_BLUE_0_CROSS5"
"5","HE57P21Z50001","PION INDEXAGE CONE","1","","","","","30","","","","","","","","","HE57P21Z50001"
"6","HE57P40Z40361","CUVE CROIX LONGUE USINEE","1","","","","","","","","","","","","","","HE57P40Z40361"
"5","HE57P11Z60102","ELECTRODE Ø275 RADIALE DS AG","1","","","","","50","","","","","","","","","HE57P11Z60102"
"5","RANT425950307","JOINT TORIQUE 70 SH.A 5,33x56,52","1","","","","","70","","","","","","","","","RANT425950307"
"4","","","1","","","","","","","","","","","","","","100201412"
"5","HE00P90Z80003","JOINT TORIQUE 70 Sh.A Ø62,5xØ6.99 Butyl","1","","","","","80","","","","","","","","","HE00P90Z80003"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"5","HE57P21Z60001","ELECTRODE CONCAVE DE CONE AG","1","","","","","90","","","","","","","","","HE57P21Z60001"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"5","RANT417015011","PLAIN WASHER SMALL D12 140 HV A2","2","","","","","100","","","","","","","","","RANT417015011"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"5","RANT412134414","Zylschraube I6kt A2-70 M12x60","2","","","","","110","","","","","","","","","RANT412134414"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"5","HE364229003","CONTACT RESSORT D107","4","","","","","120","","","","","","","","","HE364229003"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"5","HE57P21Z50201","BAGUE DE GUIDAGE","1","","","","","130","","","","","","","","","HE57P21Z50201"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"5","RANT417005009","WASHER D8 ISO7089 U6592 A304 #","4","","","","","140","","","","","","","","","RANT417005009"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"5","RANT412134310","HEX. SOCKET BOLT M8*40 A2-70","4","","","","","150","","","","","","","","","RANT412134310"
"3","","","1","","","","","","","","","","","","","","100201414"
"5","HE57P11Z61301","RESSORT DE COMPRESSION","1","","","","","160","","","","","","","","","HE57P11Z61301"
"4","HE057-CR-8","","1","","","","","","","","","","","","","","HE057-CR-8_0001__GIS_RED_001_BHT_CR_CROIX ASSEMBLEE_HE057-CR-1_NO_BT_CROSS4"
"5","HE57P11Z61001","CONTACT ARC FEMELLE","1","","","","","170","","","","","","","","","HE57P11Z61001"
"5","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"5","HE57P11Z60901","EMBOUT CONTACT D'ARC FEMELLE","1","","","","","180","","","","","","","","","HE57P11Z60901"
"5","HE57S40Z004-D-01","PLAN CROIX COUDEE EQUIPEE","1","","","","","DRAW","","","","","","","","","HE57S40Z004-D-01"
"5","HE57P11Z61101","ANNEAU DS","1","","","","","190","","","","","","","","","HE57P11Z61101"
"5","HE57S40Z50201","CONE EQ F JDB TRAVERSANT BARRE COUDEE","1","","","","","20","","","","","","","","","HE57S40Z50201"
"5","HE57P11Z61201","BOUCHON DS","1","","","","","200","","","","","","","","","HE57P11Z61201"
"5","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","90","","","","","","","","","HE57S90Z50101"
"5","HE57P11Z62301","PARE EFFLUVE MALT","1","","","","","240","","","","","","","","","HE57P11Z62301"
"5","HE57S90Z80301","INTERFACE FIXATION CONE","1","","","","","60","","","","","","","","","HE57S90Z80301"
"5","RANT417005010","PLAIN WASHER NORMAL D10 140 HV A2","1","","","","","250","","","","","","","","","RANT417005010"
"5","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","2","","","","","130","","","","","","","","","HE57S90Z80701"
"5","RANT412034362","SHCS_M10_X_1.5_X_50_SSTA170","1","","","","","260","","","","","","","","","RANT412034362"
"5","HE057-15517-61064","","1","","","","","","","","","","","","","","HE057-15517-61064_0001_10_GIS_004_BHT_CR_CUVE CROIX RAL9016 EP19 CEN_HE57P40Z40501-T_BLUE_0_CROSS4"
"4","HE057-03222-80348","","1","","","","","","","","","","","","","","HE057-03222-80348_0001_0_GIS_110_BHT_CP_PLAQUE SIGN. DS 5000A DB401_HE_PLA_SIGN_FAB_BLUE_0_0_0_DES2"
"6","HE57P40Z40561","CUVE CROIX COUDEE USINEE","1","","","","","","","","","","","","","","HE57P40Z40561"
"5","HE00P79Z00301","Brut Plaque 74x52 OLD = Alu Bleu BHT NEW = Std Inox Brossé","1","","","","","","","","","","","","","","HE00P79Z00301"
"4","","","1","","","","","","","","","","","","","","100201416"
"4","HE057-TC-003-P","","1","","","","","","","","","","","","","","HE057_TC-003_P_0001__GIS_RED_003_BHT_BAY_Transport Component 3_HE057-TC-003-P"
"5","","","1","","","","","","","","","","","","","","HE057-1053122861_0001_5000_GIS_003_BHT_DD_DENSISTAT_HE00S23Z100-T_NO_0_DD2"
"5","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"6","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","","","","","","","","","","HE00S23Z09403"
"5","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"6","HE00S23Z100-D-01","PLAN SURVEILLANCE SF6 ET G3","1","","","","","DRAW","","","","","","","","","HE00S23Z100-D-01"
"5","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"6","HE00S23Z100-P","PHANTOM SURVEILLANCE SF6 ET G3","1","","","","","","","","","","","","","","HE00S23Z100-P"
"5","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"6","HE433912030","Transmeter Keller M12 V4 16 bar","1","","","","","","","","","","","","","","HE433912030"
"5","HE00S23Z09403","DD TRAFAG X6 RADIAL 7,8b g3","1","","","","","140","","","","","","","","","HE00S23Z09403"
"6","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"5","HE462043001","BOUCHON 1/2 PR DENSISTAT","1","","","","","130","","","","","","","","","HE462043001"
"6","JE4733995001","Gas Connection g3 DILO DN20","1","","","","","110","","","","","","","","","JE4733995001"
"2","","","1","","","","","","","","","","","","","","100201418"
"4","HE057-TC-008-P","","1","","","","","","","","","","","","","","HE057_TC-008_P_0001__GIS_RED_008_BHT_BAY_Transport Component 8_HE057-TC-008-P"
"3","HE057-DS-1","SECTIONNEUR","3","","","","","","","","","","","","","","HE057-DS-1_0001__GIS_RED_001_BHT_CP_SECTIONNEUR_HE057-DS-1_NO_BT_DES1"
"5","HE53P27Z40161","COUVERCLE PLEIN CENELEC","1","","","","","","","","","","","","","","HE53P27Z40161"
"4","HE057-14878-98479","","1","","","","","","","","","","","","","","HE057-14878-98479_0001_10_GIS_037_BHT_CP_CUVE DS RAL9016 EP19 CEN_HE57P11Z40101-T_BLUE_0_DES1"
"3","HE057-TC-001-M","","3","","","","","","","","","","","","","","HE057-TC-001-M_0001__GIS_RED_001_BHT_BAY_Transport Component 1_HE057-TC-001-M_NO_0_NOEMPTY_104000"
"5","HE57P11Z40161","CUVE DES EP.19 USINE","1","","","","","","","","","","","","","","HE57P11Z40161"
"4","HE057-25618083","","1","","","","","","","","","","","","","","HE057-25618083_0001__GIS_037_BHT_BAY_KIT BARRES ACHETE DB401_HE_KIT_BARS_BUY-T_NO_0_104000_NOEMPTY"
"4","HE00S00Z00206","DR 13b g3","1","","","","","","","","","","","","","","HE00S00Z00206"
"5","HE57P11Z40161","CUVE DES EP.19 USINE","1","","","","","","","","","","","","","","HE57P11Z40161"
"4","HE00S23Z10801","HUBLOT EQUIPE","2","","","","","","","","","","","","","","HE00S23Z10801"
"4","HE57S11Z001-D-01","PLAN DES DEPART EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z001-D-01"
"4","HE00S27Z40201","COUVERCLE DIAM 100 EQUIPE","1","","","","","","","","","","","","","","HE00S27Z40201"
"4","HE57S11Z10001","ENTREE DE MOUVEMENT DS","1","","","","","30","","","","","","","","","HE57S11Z10001"
"4","HE00S27Z40401","COUVERCLE DIAM 115 EQUIPE","1","","","","","","","","","","","","","","HE00S27Z40401"
"4","HE57S90Z80601","INTERFACE DES ISOLEE","1","","","","","40","","","","","","","","","HE57S90Z80601"
"4","HE53S27Z00802","OBTUR.PIQ.VANNE AVEC INTERFACE G3","1","","","","","","","","","","","","","","HE53S27Z00802"
"4","HE57S90Z80301","INTERFACE FIXATION CONE","2","","","","","60","","","","","","","","","HE57S90Z80301"
"4","HE57S11Z001-D-01","PLAN DES DEPART EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z001-D-01"
"4","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","130","","","","","","","","","HE57S90Z50101"
"4","HE57S11Z10001","ENTREE DE MOUVEMENT DS","1","","","","","30","","","","","","","","","HE57S11Z10001"
"4","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","130","","","","","","","","","HE57S90Z50101"
"4","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","130","","","","","","","","","HE57S90Z50101"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","150","","","","","","","","","HE57S90Z80701"
"4","HE57S90Z50101","INTERFACE INDICAT DE CONE FERME OUTDOOR","1","","","","","130","","","","","","","","","HE57S90Z50101"
"4","HE00S27Z40401","COUVERCLE DIAM 115 EQUIPE","1","","","","","250","","","","","","","","","HE00S27Z40401"
"4","HE57S90Z80101","INTERFACE BRIDE BRIDE","1","","","","","350","","","","","","","","","HE57S90Z80101"
"4","HE00S00Z00206","DR 13b g3","1","","","","","300","","","","","","","","","HE00S00Z00206"
"4","HE57S90Z80301","INTERFACE FIXATION CONE","2","","","","","60","","","","","","","","","HE57S90Z80301"
"4","HE00S27Z40201","COUVERCLE DIAM 100 EQUIPE","1","","","","","200","","","","","","","","","HE00S27Z40201"
"4","HE57S90Z80601","INTERFACE DES ISOLEE","1","","","","","40","","","","","","","","","HE57S90Z80601"
"4","HE00S23Z10801","HUBLOT EQUIPE","2","","","","","190","","","","","","","","","HE00S23Z10801"
"4","HE57S90Z80701","INTERFACE OBTURATION M8 BRIDE","1","","","","","150","","","","","","","","","HE57S90Z80701"
"4","HE53S27Z00802","OBTUR.PIQ.VANNE AVEC INTERFACE G3","1","","","","","340","","","","","","","","","HE53S27Z00802"
"4","HE057-DS-MIN-1","CONE MOBILE EQUIPE DS","1","","","","","","","","","","","","","","HE057-DS-MIN-1_0001__GIS_RED_003_BHT_CP_CONE MOBILE EQUIPE DS_HE057-DS-MIN-1_NO_B_DES1"
"4","HE57S90Z80101","INTERFACE BRIDE BRIDE","1","","","","","350","","","","","","","","","HE57S90Z80101"
"5","HE00P90Z80003","JOINT TORIQUE 70 Sh.A Ø62,5xØ6.99 Butyl","1","","","","","","","","","","","","","","HE00P90Z80003"
"4","HE057-TC-003-P","","1","","","","","","","","","","","","","","HE057-TC-003-P_0001__GIS_RED_003_BHT_BAY_Transport Component 3_HE057-TC-003-P_NO_0_NOEMPTY_104000"
"5","HE364229003","CONTACT RESSORT D107","4","","","","","","","","","","","","","","HE364229003"
"5","HE57S11Z501-D-01","PLAN CONE MOBILE EQUIPE","1","","","","","DRAW","","","","","","","","","HE57S11Z501-D-01"
"5","HE57P11Z50001","CONE T155-7 FERME","1","","","","","","","","","","","","","","HE57P11Z50001"
"5","HE57P11Z50001","CONE T155-7 FERME","1","","","","","10","","","","","","","","","HE57P11Z50001"
"5","HE57P11Z60501","ELECTRODE MOBILE AG","1","","","","","","","","","","","","","","HE57P11Z60501"
"5","HE57P11Z60501","ELECTRODE MOBILE AG","1","","","","","60","","","","","","","","","HE57P11Z60501"
"5","HE57P11Z60601","EMBASE ELECTRODE MOBILE AVEC AG","1","","","","","","","","","","","","","","HE57P11Z60601"
"5","HE57P11Z60601","EMBASE ELECTRODE MOBILE AVEC AG","1","","","","","40","","","","","","","","","HE57P11Z60601"
